processed_text,sentiment
"The item well made unfortunalty I unable use suppoert belt time. I purchased belt I surgery requires support abdomine right belt fit enough causing pressure locations lower abdomin, I hope able use soon. Even doctor says may help ease discomfort",positivo
"I physical therapist. When I got pregnant, I concerned back would hold pregnancy. With hormone relaxin released pregnancy, joints loosen can't support much non-pregnant state. This especially notable sacroiliac (SI) joint low backs. Instability joint (there's one side) lead pain.At 18 weeks I started SI pain. I got one belts relief within 24 hours. For 2 months I wore every day support SI joints. I found I attached velcro strap front securely, tight, used two side straps tighten whole belt, I would get best relief. I certain two side straps even: seam meet back CENTER back. I would pull around time attach fit snug, uncomfortable. After couple months, baby started getting big I started wearing support belly. As I've gotten bigger bigger, I've pulled back part upward slightly, continues provide SI support also helps hold baby. When I take belt I REALLY notice difference. The support amazing simple belt (wish I patent!)I'm due month. I NO back pain since I used belt I continue work exercise without problems",positivo
"The heel part little bit high. Thus, comfortable beginning.",positivo
"My husband gets set ways. He likes briefs that's wanted. Of course store carry anymore. Styles changed, etc. I looked I I got home computer I went Amazon. They but, priced sell also. Thanks. He's happy",positivo
These exactly I expected. I'm always pleased Hanes products,positivo
"These compfortable pair bikinis. Form fitting soft, elastic enough keep on, everything want pair undies, last. I've wearing bikini style decade good economical alternative brand got started, Calvin Kleins. The Calvins Shangri La's others strive for. But got pay. You get one pair Calvins $15 get 3 Hanes $11. They almost identical feel, difference construction. The Hanes single layer frontal sheild whereas bikinis double area good reason. After year buddy downstairs busy making little window knows could lead to. A door hatch could bust take over. I suppose cost vs. longevity Calvins balance out. They cost 4x much last 4x long. But partners want us pair undies 5 years? Maybe Hanes better buy eventually replace them.",positivo
"I got new underwear request girl friend change night, wanted something little tight revealing regualr boxers even though special occasions ive found support snugness briefs actualy quite comfortable",positivo
Love sneakers - absolutely best. We run lounge real work horses. It hurt look good,positivo
"After wearing two pairs Kayano XII I fortunate find available pair discontinued XI. The XI far superior stability shoe new revision. I've worn Kayano since begining found every third fourth version falls short characteristics made model famous. It durable, stable nice feel. Now, XI found significant discount. The XI one best Asics made XII probably worst. The XII much lighter, less stability shoe certainly durable made heavy runner. I hope XIII like XI less like XII. You stock XI still available",positivo
"I wearing Kayanos several years. I like New Balance 999's almost well. There's something Gel Kayanos really ""fits"" foot type running style. Now, running shoe I buy.",positivo
I run quite lot - 1600 Miles year. Since 5 years i'm happy model line asics gel kayano. Also marathons best shoe.,positivo
I used ASICS past years. I trail race road race hold well considering usage I put,positivo
"I tried lot different types running shoes, one felt comfortable, supportive them. For first time feet ankles killing running. I really recommend highly. It also comes varying widths, people wider feet find one suits",positivo
"I've put lot miles shoes. In fact, I've using four months. I've ran full (actually ultra marathon (27.2- Lakeshore)) marathon them.They comfortable light. Solidy built. The heel back part shoe feels like kevlar. The sole extremely padded. The shoe fits like glove around feet. It's unlike New Balance shoes resting toes.I used Saucony man Saucony shoes would feel flismy putting miles them. With Kayanos, maybe couple hundred miles, they're still tip top shape. I think could go another thousand more.Cons- price little reach I figured worthy investment marathon running. I feel sole could use little traction wet surfaces.",positivo
"cute design, love color. downside, size one-half smaller. might want order half size bigge",positivo
"Beautiful. Dress awesome compliment bride's satin, lace, pearl dress",positivo
"I purchased dress 8 year old daughter size 6. She smaller girls age typically wears size 6, dress fit perfectly. The tie back helped give perfect snug fit around waist. I love elegant dress looks capped sleeves beading. This absolute bargain beautiful dress",positivo
"The dress arrived timely, Not wrinkled perfect condition perfect fit!It much prettier person picuture web",positivo
They comfortable look damn hot on. The thing pocket easy access...,positivo
"I purchased bag weeks ago--very happy whole experience! Picture represents products exactly, shipped quickly, happy quality bag. The fabric seems like waterproof made jacket-like material, easy brush dirt. I love",positivo
"I'm 20 year olds, male. I wear swimsuit lake, beach, pool, etc time. It's swimsuit I right good reasons: It fits great, comfortable, perfect. I highly recommend",positivo
"Style wise may judged old fashioned,but allows great freedom leg movement, quick drying sturdy tailoring. Hard find stores. A swimmers suit solid company. Hope continue style Speedo.",positivo
"They comfortable fit well, purchase husband loves",positivo
"The shoes lovely pretty sexy.They actually nicer appear internet (not say internet presentation also sharp representative product).I love high heel shoes. I collection them. My husband, surfing internet Valentine's Day found site.What exciting whole thing I pretty sure one shoes Ottawa!!!Not half sizes, ordered size 7. They small reordered size 8. We know next time.Spike Angel company professional easy deal with. They exchanged shoes right size time",positivo
This second Adidas warm outfit I I like much. The bright pink nice change black one.,positivo
I got black one wife sale $19.99. Looks nice logo pattern back top looks really cool. The thing pants bit long bad,positivo
"I skeptical boots I first saw price low -- I thought could't best quality -- I wrong --these excellent boots --I'm pleased-- comfortable --I wore day soon I got like old, favorite, broken in, boots. Love",positivo
Thank much! Very fast service! Only one week get APO address overseas,positivo
"This second pair shoes I really like them. I hate revamped. Hopefully, still great shoe",positivo
I love sneakers. I keep buying every time I need new pair,positivo
"I've wearing Saucony running shoes four years now. This first pair Grid Omni 5 I'm generally pleased. There squeak heel right shoe, I contacted seller they're going exchange me. First time I've squeaking problem Saucony shoe. Great stability moderate overpronator, comfortable.",positivo
Fit perfect - comfort great. Nice look & wear well previous Saucuny - I found shoe beat needs,positivo
It definitely get attention best possible way,positivo
"PRODUCT WAS A LITTLE MORE THAT EXPECTED AND IS VERY NICE FOR BASKETBALL WAS JUST WHAT I NEEDED, FITS MY ANKLE SO GREAT LET ME JUMP HIGHER KNOWING THAT MY ANKLE IS SUPPORTED",positivo
"I love shoes! I thing red shoes great. They paid compliments already. They best walking shoe, great outfits require lot walking around. They even cuter person picture. A must summer season",positivo
I bought husband birthday gift loves them!! And love change color stripes coordinate outfits!!! makes feel though got many shoes price one!!,positivo
get 7 pairs shoes price one. can't beat it!!,positivo
I can't believe shoe still sold! I bought first pair 10 years ago still intact. This shoe quickly molds foot far comfortable soccer shoe I've ever owned. The flat surface non-cleated sole easy legs prevent shin splints occur running hard dirt turf surfaces. The downfall shoe made indoor use dry turf crossover well wet conditions,positivo
"This product great! No pressure headband, packs easily travel",positivo
These shoes great. They come wide neccesity me. I really like them. The price pretty high I think worth good running shoes important. I highly reccomend them.,positivo
"Love shoes. I buy Asics. For feet, always felt best. These shoes great. Very comfortable easy run soon I put on. Well worth money",positivo
"replacing identical pair, worn - reason change winning formula ;-",positivo
"Comfort, support light weight make one best around running shoes I ever had. This 2nd pair model. Best value dollar - comfortable.Kennett Square, P",positivo
"It's comfortable, somewhat soft-feeling stability plus cushioning shoe heavier runner. Softer feel GT-2110, similar fit. However, like GT-1110, shoe may work stability part soles far forward. Durability comparable Asics GT series shoes I owned",positivo
"I went store every intention buying new NIKE Air Max 360. The store Blue/Silver, I asked size - - I saw Asics shoe (I never worn Asics before) red color I wanted I asked shoe too.I tried Aisics first - IT WAS THE MOST COMFORTABLE SHOE I EVER PUT ON MY FOOT!! I sold! I try Nike - seeing ads I determined get those. When I tried on, I dissappionted! The Nike's narrow (typical Nike), hard rock, bounce, I could feel bumps bottom!I excercise gym 5 days week 2 hours cardio. I actually run treadmill sneakers sooo comfortable support foot!!",positivo
"Great service, great product, great price! Plenty roomy, kept shape well laundering, look feel 100% cotton. Will hestitate order",positivo
Cutest boots wearing rain. It's fun get wet go many things. Very unique I seen like stores,positivo
"I tried bra in-store. The bra fancy pamphlet attached explained technologically advanced bra is, I thought would work really well. Wrong.I tried 6 different cup/band size combinations make sure cut issue. For bra, I jumped times see kind support I getting. Then I jumped wearing normal underwire bra. I exactly support everyday bra.It's possible bra works well smaller cups (I 32D), can't support larger busts, maybe try sell sizes (especially prices!)",negativo
"I'm really looking forward getting impact level 4 I ordered time one, level 2 fantastic. This sports bra offers support, style. I've worn jogging three times feels great. No bounce pinching. It held great washing machine dried really quickly. Everything I've tried wonderful bra way flimsy offered support. For years I've looking something would hold everything place I ran miles jogged sets stairs. I think I'll get one support level I'll get one each. It even adjustable hooks elastic band around chest, lose Lbs wearing great top, able adjust fit slim down. I'll never search high low again. I'll know exactly turn whenever I need sports bra support ""needs"". Thank Figleaves, really great product. I hope enough women find sports bras godsend we'll never wear ugly, cumbersome, pinching nightmares",positivo
I bought multiple colors xmas gift. They fit great great price,positivo
"All I wear tank tops (I Tucson,AZ)These come alot colors really cute priced right*",positivo
"This wonderful shoe vents let foot breathe. Also, molds well foot long-lasting inexpensive. Very good shoe class,",positivo
"I grew wearing shoes buy son, too. They're cute, wash washing machine get stinky/dirty, best hold longer canvas shoe we've ever had. Unisex, cute colors able handed kids make shoes popular house. And look cool.",positivo
I bought new tote bag take trip. Everything modge podge laying it. This purse bright great. Has lot pockets! helps find looking quickly,positivo
Bought 3 (mom sister got one too) Fits almost size purse. Your stuff flying around purse. Very organized,positivo
My daughter delighted jersey. She wears often looking forward Bears Patriot's meeting Super Bowl,positivo
"Munsingwear briefs comfortable I ever worn.For many years seemed unavailable -- aresult I ""uncomfortable."" Am glad beingmanufactured again, quality good (or maybeeven better than) before. And they're even available incolors white",positivo
"Munsingwear produces unique kind brief. Instead front slit top down, side side. In opinion, doubt better way ""access"" (you know what).Moreover, quality workmanship tops.They hard find, carried sellers men's underware",positivo
I remember old Dr. Scholls wood sandals I think brand. These boots nice well styled. What improvement,positivo
"I love looks boots. However, comfortable walking block so. Taking stairs extremely uncomfortable well. I've found Dr. Scholl's shoes uncomfortable general",positivo
I amazed services quick information site,positivo
"These shoes best pair ever! I wear jeans, skirt, I go casual I go elegant event business. Awesome buy definatly worth money",positivo
"Pros: notice first 5 minutes...strap right width. Pouch perfect supporting boys keeping everything secure, plenty room. Fabric soft. Cut low front back, nice advertising underwear preferences world! This great athletic thong...get one.Cons: Initially feels tight. Fit fairly tight.I've owned 8 different kind thongs initially favorite, I throwing others besides one. Also try mesh thong brazillian back ""casual...roomier"" fit support main goal. The silk version extreme ok, fabric stretchy offer support cotton.Order size underwear",positivo
"This one best thongs I've found. The back thick bunchy thin cut you. The pouch cut little large, positive--you feel like ""popping out"". The cotton/lycra blend feels great, too. The thing keeping rating higher price, bit high, volume discount Undergear products",positivo
"...These great! On one hand, quite ordinary. No fancy sticthing, exaggerated fashion overly tight crotch. Yet quality workmanship attention detail takes usual design briefs makes unusually appealing item. As advertized, waistband construction lies flat roll, contour pouch gives good, realistic, definition appreciated others. Well worth price",positivo
"This coutour pouch brief meant (like 2(x)ist underwear), show male assets. I think one effectively using pouch.The fit great, enough room everything although cotton, stretches shapes body well synthetic materials 2(x)ist X-Factor Countour Pouch Brief 7403 (see review product page well). In fact, might like one better, give look",positivo
This sweater exactly wife wanted. I seen wear several times means I ok buying her. Quality great,positivo
This best underwear women could bu,positivo
"Very good quality product, small glitch shiping every thing else fin",positivo
"When I ordered item I given expected date arrival option shipping speed. I 10 days get item event - arrived well date needed. I realize outside vendor, usually Amazon items come quite quickly.Thanks,Debbi",positivo
"I totally love wearing guayabera. It living back hometown, San Antonio.This guayabera wonderul quality. It washes easily wrinkle easily. I've worn guayaberas they're itchy. This one comfortable wanna take wear real soon.I'll definitely buy another one upcoming summer. I'm impressed quality guayabera",positivo
This sexy t-shirt bra! Great fit petite girl (like me). High quality worth every penny,positivo
"Shoes arrived 3 days ordered, looked great fit well. I intimidated reviews, took chance anyhow. I'm glad I",positivo
"The shoes seems well put together never worn, fit horrible! Why I thought buying shoes without trying fist [knowing size wearing Florsheims] mystery I self-solve. These made Korea [stamped right flap] pairs width wrong makers mark.Stay away matter price. I took two shoe makers stretched said tried, seems would rip apart leather would crack. Not comforting thought since wearing naturally stretch anyway.",negativo
"This nice, comfortable attractive shoe I purchased Amazon reasonable price excellent delivery service",positivo
T-shirt perfect! Person I bought amused memorized movie,positivo
"I've looking type gown forever.Finally bit bullet bought one. I LOVE IT!I plan buying relative new bride well. It's elegant, beautiful, flattering.I love way feels. It's slightly sheer yet hides enough conservative romantic side. The sizing seemed little big me, still okay. The detail style put it, elegant sexy.I'll buy another one heart beat, I money",positivo
"I bought first one gowns 2004 department store take honeymoon. The fabric extremely soft full sweep gives legs lots room bed. The lace soft rest nightgown, scratchy like sometimes lesser garments. The cut attractive even model-perfect. Since I wore first gown almost every night two years, finally starting look little worn. Lady Grace recently sale gown I bought two me, case stop making them. I sent another one Mom birthday gift October. It's much comfortable flattering gown I've ever owned (except another Miss Elaine similar style 1997 sadly retired four years) I trouble sleeping without",positivo
"This may good liner cold weather, good three seasons. The sock thick, raised toe seam may cause blisters even worn inside",negativo
I love product makes look made significant others eyes bug saw it..Thank,positivo
"I got womens Onitsuka Tiger's NAVY BLUE/BERRY. I cant really say anything bad 'em. Good quality awesome, retro look them. I dont know colors I personally think navy blue/berry best looking one.",positivo
"My wife loves visor. It stays on, pinch leave mark indentation",positivo
"It actually NOT give headache, even four hours",positivo
I've two great. Truly headache! I'm buy third,positivo
"This probably 20th ""No Headache"" Visor, I love them. They great golf course, boat, hanging yard. No matter long wear them, truly NO HEADACHE",positivo
great product - I love optionsreceived fast - thank,positivo
charger better expected. It charges well fast ipod 60gig 5th generation. The rectractable usb cable even used go file tranfer ipod pc,positivo
"This kit one iPod user without. The pieces well constructed, wall charger beats Apple's overpriced model. Also reasonably priced. I satisfied product",positivo
"great pants,large cut allows shrinkage,wash well,high quality product really low price",positivo
"These shoes instantly comfortable-no breaking required. My job requires I stand concrete floors day, great.I'd recommend anyone foot problems",positivo
"I six pairs pj's different colors. They comfortable sleepwear I ever owned! They feel smooth luxurious, dont bunch I sleep. No special care required, washer dryer, I never notice static them. They wonderful travel, practically wrinkle free. Light weight take minimum space suitcase. The matching robes equally wonderful.",positivo
"These exceptionally comfortable pajamas also wash wear like iron. They never wear out! Opaque, see-thru. Light weight cool summer, warm cosy winter. Throw washer, toss medium heat dryer, come like new. Leave dryer over-nite? Simply fold put dresser drawer, wrinkles gone one day. What ask",positivo
This great backpack 10 year old. It works great school. The one strap feature really fast early morning get door rush. I get another one wears,positivo
"Do feet favor lose cotton socks. Go wool whether winter summer, feet stay dry comfortable. OTC must prevents flesh exposure cross legs, length stays up. Gold Toe brand I buy toe bullet-proof. Other brands develop hole wearings even closely trimmed nails.",positivo
product fine however way damn long ship!!!!!!,positivo
Quite satisified. Quick delivery. Great quality,positivo
"I've purchased dress socks Land's End Jos A. Bank they're good, $25-$35 pair, bit pricey. The gold toe wool dress socks quite thick, probably quite durable, great value nonetheless. Highly recommended, comfortable socks",positivo
FOR THE PAST TWENTY YEARS I ONLY USE THIS BRAND OF SOCKS. THE BEST IN THE MARKET.,positivo
These lovely earmuffs. The fur soft. They keep ears warm stay head. What could want,positivo
The Earmuff marvellous. The fur fluffy keeps warm. Recoment it.,positivo
"It's hard get both, style comfort come sandles. Worth every penny",positivo
"fantastic customer service - came super fast, issue defect, taken care immediately replacement sent defective one returned. A VERY happy 10 year old..",positivo
I ordered jersey gift Christmas without problems. It delievered stated,positivo
The jersey arrived time good condition. No problems vendor,positivo
"Pros: They look nice, feel good, break quickly, wear easily. The last time I bought jeans, also Dickies I've least 5 years. They still even tried develop holes rips, even working hard manual labor.Cons: I can't think any. There must I can't find 5 years.",positivo
"My husband infamous going ""commando style"" getting worn away patches tears whatever right crotch pants. Thought I'd share. Anyhow, nicely, uh, fill gaps, shall say. They comfortable, often dons pair sleeping.However, sadly fit well - good stealing away I want go paint read middle night",positivo
"I received sweatshirt gift wish list. I asked large, thinking would little roomy (I normally wear unisex medium), discovered roomy, huge! My husband swimming it! I exchanged sweatshirt small still roomy, right amount. So seem run 2 sizes big. The exchange took 2 weeks, 1 week get there, 1 week back, bad. I love sweatshirt, worth wait!",positivo
"I bought hooded sweatshirt son Christmas.I pleased quality sweatshirt, price reasonable. It's difficult find Colts merchandise local area. Delivery fast ordered December",positivo
"I bought couple pairs - price, good typical pair find gas station $5. Shipping quick.These silver mirrored, smoke black mirrored like picture two pairs shows, aware.",negativo
"love sunglasses...they perfect sunglasses outfit!...i completely recommend everyone: sex,age,or style...you love matter wha",positivo
"I searched legs & friends looking item..friend said - try internet - like buying without actually seeing (been burned) I looked looked internet - found website viewed large mirror sunglasses...(NEED, like big ones instead ""in"" small ones)- appeared I wanted, plunged bought 3 pair ...your company PROMISED DELIVERED target date (critical since glasses left)...and wonders never cease - items advertised time. I keeping website FAVORITES",positivo
"The robe exactly I hoped, twin husbands old favorite. The service prompt.",positivo
"I needed something carry Hawaii Tour would hold everything I needed & some. I really liked different sized pockets inside & outside. I could carry shoulder lengthen strap & wear across front. It held (on occasion) necessities, cell phone, itinery folder, camera & video batteries, plus video camera! It heavy carry, even stuff it. I love bag!",positivo
"Just ordered first Healthy Back bag AmeriBag I happier. The extra small size perfect use everyday bag - carries wallet, iPod, cell phone, paperback novel, snacks plenty room spare. The Grasshopper Green color fabulous - perfect shade lime green popular right now. Stylish, practical, comfortable.My complaints are: 1) The middle pocket - seen photo holding bottle water - little deceptive. This pocket comfortably hold full-size water bottle, 1/2 pint bottle. Had I known that, I might ordered larger size bag. And 2) I agree reviewers exterior arch pocket velcro closure securely hold items, namely cell phone. Otherwise, bag perfect!eBags provided excellent timely service. I pleased transaction.",positivo
"I recently bought extra-small healthy back bag black microfiber amazed much stuff holds(wallet, cell phone, glasses case, digital camera, address book, etc.)Getting ready wash first time microfiber fabric tends spot. Just bought taupe distressed nylon bag &quot;small&quot; (which anything small) can't wait use it. If high fashion, bags probably you, need carry lot &quot;stuff&quot; around, great",positivo
I say wearing day disappoint. I love boy short look crotchless panties made USA. They made nylon thin wispy feels like anything all. And boy look good. I can't get enough looking mirror.,positivo
My man loves it. He feels like wearing nothing,positivo
Para usar debajo del boardshort. Las tallas pueden ir un poco chicas,positivo
"I think great suit. In diving class I wear suit like extra coverage compared speedo brief. In settings appropriate wear speedo, I wear board shorts lot better pair boxers boxer briefs",positivo
These shoes exactly I expected Aerosole's. Correct sizing great comfort,positivo
The earmuffs warm nicely made. I pleased,positivo
I seen shoes person could get size. I thrilled I able find Amazon! They go lots stuff look great! Comfy,positivo
The shoes low heel - can't wear high heels more!! But sassy! - They fit well make feel beautiful,positivo
"I love shoes...but I heck time finding pair fit. I debated buying pair online reviews mixed. Then I saw Dillards better selection colors, price (no shipping fees). I wear size 9 must tried 5 pairs I found 9 fit like glove. Within selection I choosing from, variation within sizes (some 9s half size big, right). A reviewer Zappos said shoes better molded feet warm dryer minute two put",positivo
"I two pairs Crocs, Primas favorites. They run 1/2 one size large. I wear 8 1/2, 8 comfortable day one. They also bit wider normal ""M"" width. They virtually weightless. There downfall: precious little arch support.",positivo
"I agree--these DO run large. The 7 runs like 7.5 8, try cut tags wear outside. The Primas lightweight stylish enough wear running kids, running errands around town walking dog. Would give 5 stars sizing accurate.",positivo
"I love regular Crocs (they staple shoe summer) they're informal workdays. My fiance got Prima style holidays quickly become favorite shoes. They lightweight comfortable Crocs, also breathable. Yet cute regular ballet flats. I'm going buy another pair silver. As reviewers complaining poor fit -- I buy shoes online unless tried store first, DO buy try home going return fit. You can't expect every single shoe manufacturor adhere exact dimensions.",positivo
"I bought pair Prima Crocs wore 2 days inner lining rubs painfully heel shoes turned feet black. A friend said Crocs comfortable breathable shoes ever worn, I shocked Primas. They're painful breathe. I emailed Crocs ask way stretch (because they're unwearable) reply customer service rep:""The Prima one style made looks comfort. This style everyone, stretching need wear, might you. There 5 holes top slim fitting shoe, much air get first place. I personally problem style, I believe depends person. If dissatisfied try take back bought see do. Thank you.""Cely AdamsCustomer Service RepresentativeI typically search reviews purchase product, I info I bought online, I'd recommend buying someplace easy return",negativo
The silicone protective covering Treo exactly I wanted I expected be. It fits Treo 650 perfectly I happier. I going buy another different color,positivo
"This great skin Treo 700. I used product four months, another brand prior that.As others noted, increase thickness somewhat (but certainly less leather cases, etc). But ""thickness"" gains considerable protection. I dropped phone concrete several times nary scratch. I like design unit leaves keyboard exposed thus easy type. The function buttons skin, easy press.",positivo
"The protective skin bit thick applications (GPS car holder), designed do. Solid grip, non-slip. Would nice thick",positivo
"I use time. It gives good protection, ease use, good handling. Only disadvantage keep putting unit vetical dock. However, true protective skin. Outstanding product.",positivo
These shoes comfortable. The problem I want wear anything else,positivo
"This second pair sandals I bought kid. They great, wear shorts jeans able run 100% safe. The material great soft first pair still looks new even months use. I buy new pair feet grew.",positivo
"I used measuring guide line ordered sandles son. The fit great, turn around time impressive price better Stride Rite stores. Did I mention free shipping?!I would definatly buy Amazon again.Deb",positivo
I impressed quality shoes. Very durable wheels easily removable. Just use caution size runs small,positivo
"This inexpensive, basic nursing bra. It comfortable opening well sized feeding - small big. Good support",positivo
"I bought six these. Of nursing bras I tried, I liked one best",positivo
"This favorite bra. I bought $60 nursing bras grabbed one way turned best. It soft, comfortable, good support, great straps, lot hooks back (to make looser tighter), perfect sized opening breast feeding. Some bras small big opening make breast-feeding difficult. This bra great. I almost stopped breastfeeding still wear it!",positivo
I foot fitted running store shoe said would good match foot gait. It wonderful...no breaking in. Highly recommended know right shoe you.,positivo
This US Kids product high quality perfect young golfer plays variety climate,positivo
Just like cavase hi-top stars know love LEATHER. They look feel Black Leather Jacket. I love shoes,positivo
I received order shorter time expected ordered. No problems whatsoever. It I gone store picked myself. I highly recommend product supplier. I definitely order way again. LorRae Nelso,positivo
Nice backpack. We bought trip Disneyland. On ride wore backwards could strapped seats without pack behind us. The simple one strap system made really easy slip,positivo
Runs small - 2x like large. Order larger think need,negativo
"I bought Moccasins gift mother-in-law, looking pair really long time! Well I found Moccasisns & absolutely LOVEs them!! Thanks great gift! :) Michell",positivo
"I love it. I tried many nursing bras friend recommended one. I'm even page I buy new one. It's comfortable, supportive great style. There's underwire snaps great. It's worth money turned price. It's much better paying little extra super comfortable bra really need breastfeeding",positivo
The ear muffs delivered timely manner great. Good quality. I love bag come in.,positivo
"I enjoyed wearing longer skirts. I prefer cotton nylon unable find 100% cotton slips department stores so, I glad able purchase item Amazon.com.",positivo
The dress perfect wedding's flower girls. The dresses run really large seller post measurements site take little bit time get measurements. Once shipped received super fast. Thanks,positivo
"sandals really nice comfortable, although wedge little higher would liked. style color attractive allows wear sandals work skirt weekends capris jeans",positivo
"This dress everything I expected, plus more. It's wonderfully soft, looks like photo, fits perfectly. I concerned somewhat modest bust fill dress, worked nicely. I can't wait wear prom.~Daughter Carl Wyat",positivo
"This jersey never hanging closet. My son loved it, would wear everyday I would let him. Thanks",positivo
"I like style, fits back, waist band fits well, pouch bit small. Because seam middle, I thought would pouch",positivo
"Great fit. Everything right place, nothing slips out. Really like stile",positivo
"It's nice pant. However, I think wide Asian people. So I decide get refund. However, quality good all. So I still recommend Ameriacans",positivo
"My uncle lives Vermont also lives cargo pants. During winter season, wears fleece-lined ones seasons, regular cargo pants",positivo
This high quality clothing I proud give gift. I satisfied,positivo
"I getting married months, I wanted panty would seem. This right ones",positivo
"This ipod accessory probably best one I've bought far, especially considering cost $10. It really simple use, ""plug play."" The complicated thing do, switch iPod TV feature ""ON"" simple that!!! If want view videos iPod TV screen accept substitute. I used I deployed South West Asia worked like charm",positivo
"You plug jack iPod pins Analog Video slots TV, video/sideshow settings go video choose either ask. Use video sending videos/photos TV show perfectly. Great item",positivo
"The AV cable came quickly. The design cables easy use, tell iPod going use TV.",positivo
The handmade beaded handbag well made I received item timely manner. I would recommed seller,positivo
"I would given five stars, seems fit little looser marked",positivo
"This beautiful, high-quality tee subtle tie-dye background, has, course, beautiful artwork it. My family purchased type shirt past, hold long time. Definitely recommended product.I contacted customer service issue turned mistake, VERY accomodating trying correct ""problem"", I realized I made mistake, excellent forgiving. This company A+++++++; excellent!! Thanks much, Lisa!",positivo
Very sturdy bag. Not big small. Perfect daily commute subway,positivo
"awesome bag. I love Timbuk2. This 2nd bag, I basically bought one smaller bag use different times I want lug laptop around. It's made well looks cool...what could want",positivo
The Timbuk2 class messenger bag great. Holds quite bit size. Very useful good quality,positivo
"I recently got 15"" MacBook Pro needed larger bag accommodate (replacing Manhattan Portage 1640 Waxed Canvas Messenger Bag, I loved). I ordered returned several things settling this. I happy. It durable, smartly designed bag, pretty much perfect fit MacBook Pro, stored inside sleeve case.At first I thought I would replace Manhattan Portage bag, barely small MacBook Pro, bigger version bag, 1635. But bag WAY big- MacBook swimming there. This bag comfortable fit, little room either side MacBook bag full. And plenty room carry number regular books (or whatever else) addition MacBook.It also ideal number smaller pockets - many, - storing accessories. For needs, pockets intelligently placed sized I feel like place everything, I feel like useless pockets. Most smaller pockets inside main compartment, side opposite one that's body wearing bag. This makes convenient access bag on. And one problem I Manhattan Portage bag smaller pockets side that's body, whatever main compartment bag would get way accessing smaller pockets. Since opposite side, pockets easy get even bag relatively full.One pockets key ring, unlike bags, one attached long ""leash"", keys actually sit bottom pocket need them. They get way trying get things out, want them, fish grabbing top ""leash"".A waterproof liner essential feature I searching bag (I'm paranoid caught downpour laptop), although one put test yet, seems even better previous bag, always kept contents dry. One problem Manhattan Portage bag flap closed gaps top sides, near shoulder strap attaches. Although bag similar design, seem problem.I wish bag came shoulder pad strap, complaint I'm sure I purchase one separately. And price Amazon significantly cheaper I could find anywhere else, I put savings toward shoulder strap",positivo
"This bag excellent looking simple bag carry anything books laptop. I want one bags 50 different pockets pockets easier misplace stuff end confusing yourself. The bag extremely durable I traveled world stood quite beating. Actually bag still looks relatively new much abuse I put through. I never used biking ever visit San Francisco, California see almost every bike messenger using bag",positivo
I bought incredible. I've never worn comfortable boots. I've lot foot/ankle pain post pregnancy disappeared. I can't say enough great things them. I ordered another pair. A+++,positivo
"These shoes gotten lot compliments look great jeans capris! The thing I order half size smaller I normally wear fit. They pinch poke bit around toes, definitely goes away wearing times wearing 'sandal' 'toe' socks helps comfort beginning.",positivo
"Very uncomfortable. The strap near toes cuts feet, creates severe blisters. Very disappointing",negativo
These socks great. They're high quality paper-thin like cheaper socks. I can't imagine ever becoming threadbare getting holes them.I ordered several sets ordering - I already got rid socks I owned,positivo
"Very well made(USA). These socks heavyweight,good winter.Very generous sizing.Good fit. I like",positivo
"I got socks wear work, since I work ""business casual"" environment. And I made BIG mistake I bought them. I gotten several packages time. They're comfortable holding lot better department store brand socks ever did. (One pair hole two three wearings!) They definitely thicker dress sock, slightly thicker casual socks, shoes fit tightly, probably socks want. They thick heavy winter wool hiking sock, however. They great casual shoes, though, work well work shoes. I would definitely recommend anyone looking socks. The colors nice, too. Nice get quality socks shocking white change",positivo
I bought Christmas gift sister-in-law loved,positivo
"These best money buy, wear much longer socks.",positivo
"Bought daughter. She looking lightweight comfortable shoe, one fit bill. They comfortable wear work well around house says",positivo
"...they look like men's socks should, good old fashioned ribbed hose (I fan plain socks men certainly sheers socks, look hose women). These comforting old style appeal nice mix contempary colours (they go outfit!)They made well good quality fabric whcih let get uncomfortably hot cold. And price good. They last long time",positivo
The socks really look great offered great price,positivo
"I dance twirl adorable gaucho's. The fabric flows,the width skirt leg make dressy yet security pants, I would recommend dressist casual, depending them..",positivo
"I 5'5"", wear new knee high boots, gaucho's long enough, see bare leg,which I wanted..And Sweater style, color I feel ""elegant"", fabric swings flows..I get many turned heads..Very easy wash, throw dryer, iron good go..I bought black brown, go everywhere gaucho's, dress way according look want plus travel well, wrinkles..Would certainly buy again.",positivo
"I love em', I want more! I wish came different colors next time I get shorter boxer brief them. Other that, they're Grrrrrreat! I love fit feel",positivo
"Doubt buy footwear without measuring it, using timberland charts best thing.The footwear perfect, finish presentation. It little I joust beginning, molds quickly foot.They good material, something delicate suceptible strea",positivo
"I bought shoe sister, It looks great amazed light wieght.. wearing nothing.. said comfortable weight made wear every suit wears:-) Go it.. BRAND ""Merrell"" one greatest brands I wanted try feel I experienced Merrell shoes:-",positivo
"These look good comfortable, I wish sold half sizes",positivo
